,Date & Time,User IP,Method,Url,Query String,Agent IP,Browser Type,OS,Url_Category,Agent_IP_Category,Login Type,HTTP Status,Test1,Win 32 Status,Sub Status
80727,2015-03-01 02:03:49,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=128359&_=1425175435427,122.13.191.234,Mozilla,2,21,483,0,200,0,0,116
80728,2015-03-01 02:03:49,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=128359&_=1425175435428,122.13.191.234,Mozilla,2,23,483,0,200,0,0,142
80729,2015-03-01 02:03:49,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=128359&imageId=1&_=1425175435430,122.13.191.234,Mozilla,2,26,483,0,200,0,0,115
80752,2015-03-01 02:03:51,118.244.228.205,GET,/wap/prev.asp,comicId=12292&chapterId=142891&_=1425175427196,183.195.233.181,Mozilla,0,30,873,1,200,0,64,86
80823,2015-03-01 02:03:54,118.244.228.205,GET,/wap/is.asp,-,180.130.2.10,Mozilla,1,22,798,1,200,0,0,132
80873,2015-03-01 02:03:59,118.244.228.205,GET,/wap/next.asp,comicId=12448&chapterId=133520&_=1425175322207,14.118.35.46,Mozilla,0,29,607,1,200,0,0,123
81196,2015-03-01 02:04:23,118.244.228.205,GET,/wap/info.asp,id=12619,101.44.188.64,Mozilla,2,20,62,0,200,0,0,105
81233,2015-03-01 02:04:26,118.244.228.205,GET,/wap/read.asp,chapterId=141266&comicId=12619,101.44.188.64,Mozilla,2,31,62,0,200,0,0,164
81239,2015-03-01 02:04:27,118.244.228.205,GET,/wap/init.asp,comicId=12619&chapterId=141266&_=1425175494538,101.44.188.64,Mozilla,2,21,62,0,200,0,0,92
81240,2015-03-01 02:04:27,118.244.228.205,GET,/wap/lastread.asp,comicId=12619&chapterId=141266&_=1425175494539,101.44.188.64,Mozilla,2,23,62,0,200,0,0,116
81242,2015-03-01 02:04:27,118.244.228.205,GET,/wap/load.asp,comicId=12619&chapterId=141266&imageId=0&_=1425175494540,101.44.188.64,Mozilla,2,26,62,0,200,0,0,102
81546,2015-03-01 02:04:50,118.244.228.205,GET,/wap/next.asp,comicId=12445&chapterId=133259&_=1425175214799,61.49.56.47,Mozilla,0,29,1221,1,200,0,64,68
81654,2015-03-01 02:04:58,118.244.228.205,GET,/wap/next.asp,comicId=12449&chapterId=134853&_=1425175429996,118.119.151.130,Mozilla,1,29,389,1,200,0,0,196
81671,2015-03-01 02:05:00,118.244.228.205,GET,/wap/read.asp,chapterId=139332&comicId=12568,211.136.233.166,Mozilla,0,31,920,1,200,0,64,229
81697,2015-03-01 02:05:01,118.244.228.205,GET,/wap/init.asp,comicId=12568&chapterId=139332&_=1425175507575,211.136.233.166,Mozilla,0,21,920,1,200,0,0,118
81698,2015-03-01 02:05:01,118.244.228.205,GET,/wap/lastread.asp,comicId=12568&chapterId=139332&_=1425175507576,211.136.233.166,Mozilla,0,23,920,1,200,0,0,114
81699,2015-03-01 02:05:01,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139332&imageId=0&_=1425175507577,211.136.233.166,Mozilla,0,26,920,1,200,0,64,126
81712,2015-03-01 02:05:02,118.244.228.205,GET,/wap/load.asp,comicId=12576&chapterId=139640&imageId=1&_=1425175510472,115.102.3.121,Mozilla,1,26,300,1,200,0,0,167
81894,2015-03-01 02:05:08,118.244.228.205,GET,/wap/next.asp,comicId=12337&chapterId=128624&_=1425175360824,175.167.146.139,Mozilla,1,29,781,1,200,0,0,172
81897,2015-03-01 02:05:08,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=128625&_=1425175360825,175.167.146.139,Mozilla,1,21,781,1,200,0,0,228
81903,2015-03-01 02:05:09,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=128625&imageId=0&_=1425175360826,175.167.146.139,Mozilla,1,26,781,1,200,0,0,269
82138,2015-03-01 02:05:23,118.244.228.205,GET,/wap/load.asp,comicId=12425&chapterId=132650&imageId=32&_=1425175042579,123.151.153.36,Mozilla,0,26,520,1,200,0,64,74
82244,2015-03-01 02:05:30,118.244.228.205,GET,/wap/info.asp,id=12437,119.137.109.185,Mozilla,1,20,405,1,200,0,0,383
82269,2015-03-01 02:05:31,118.244.228.205,GET,/wap/next.asp,comicId=12626&chapterId=141534&_=1425175352735,120.196.212.107,Mozilla,0,29,456,1,200,0,64,104
82357,2015-03-01 02:05:35,118.244.228.205,GET,/wap/read.asp,chapterId=143283&comicId=12437,119.137.109.185,Mozilla,1,31,405,1,200,0,0,238
82406,2015-03-01 02:05:39,118.244.228.205,GET,/wap/init.asp,comicId=12437&chapterId=143283&_=1425175548497,119.137.109.185,Mozilla,1,21,405,1,200,0,0,113
82407,2015-03-01 02:05:39,118.244.228.205,GET,/wap/lastread.asp,comicId=12437&chapterId=143283&_=1425175548498,119.137.109.185,Mozilla,1,23,405,1,200,0,0,109
82408,2015-03-01 02:05:39,118.244.228.205,GET,/wap/load.asp,comicId=12437&chapterId=143283&imageId=0&_=1425175548499,119.137.109.185,Mozilla,1,26,405,1,200,0,0,110
82476,2015-03-01 02:05:43,118.244.228.205,GET,/wap/info.asp,id=12337&page=13,218.28.188.178,Mozilla,0,20,941,1,200,0,0,164
82515,2015-03-01 02:05:45,118.244.228.205,GET,/wap/next.asp,comicId=12622&chapterId=141297&_=1425175084681,223.85.132.24,Mozilla,0,29,1028,1,200,0,64,114
82516,2015-03-01 02:05:45,118.244.228.205,GET,/wap/is.asp,-,175.155.112.40,Mozilla,0,22,775,1,200,0,0,96
82609,2015-03-01 02:05:51,118.244.228.205,GET,/wap/info.asp,id=12521,112.4.16.176,Mozilla,0,20,180,1,200,0,64,217
82720,2015-03-01 02:05:59,118.244.228.205,GET,/wap/info.asp,id=12502,123.155.155.44,Mozilla,2,20,534,0,200,0,0,190
82727,2015-03-01 02:05:59,118.244.228.205,GET,/wap/info.asp,id=12337,27.187.82.72,Mozilla,0,20,1041,1,200,0,0,106
82848,2015-03-01 02:06:08,118.244.228.205,GET,/wap/info.asp,id=12337&page=13,180.165.74.233,Mozilla,1,20,838,1,200,0,0,174
82863,2015-03-01 02:06:09,118.244.228.205,GET,/wap/read.asp,chapterId=130818&comicId=12336,123.155.155.44,Mozilla,2,31,534,0,200,0,0,191
82874,2015-03-01 02:06:09,118.244.228.205,GET,/wap/next.asp,comicId=12441&chapterId=134459&_=1425175209157,114.96.217.7,Mozilla,1,29,296,1,200,0,0,181
82886,2015-03-01 02:06:09,118.244.228.205,GET,/wap/init.asp,comicId=12336&chapterId=130818&_=1425176517252,123.155.155.44,Mozilla,2,21,534,0,200,0,0,104
82889,2015-03-01 02:06:10,118.244.228.205,GET,/wap/lastread.asp,comicId=12336&chapterId=130818&_=1425176517253,123.155.155.44,Mozilla,2,23,534,0,200,0,0,98
82890,2015-03-01 02:06:10,118.244.228.205,GET,/wap/load.asp,comicId=12336&chapterId=130818&imageId=1&_=1425176517255,123.155.155.44,Mozilla,2,26,534,0,200,0,0,110
82972,2015-03-01 02:06:13,118.244.228.205,GET,/wap/read.asp,chapterId=137406&comicId=12521,112.4.16.176,Mozilla,0,31,180,1,200,0,64,267
82980,2015-03-01 02:06:14,118.244.228.205,GET,/wap/info.asp,id=12473,175.155.112.40,Mozilla,0,20,775,1,200,0,64,501
83005,2015-03-01 02:06:16,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139325&imageId=88&_=1425175164852,183.55.2.224,Mozilla,0,26,893,1,200,0,0,204
83017,2015-03-01 02:06:17,118.244.228.205,GET,/wap/info.asp,id=12332,118.207.142.95,Mozilla,1,20,392,1,200,0,0,149
83135,2015-03-01 02:06:26,118.244.228.205,GET,/wap/read.asp,chapterId=124640&comicId=12332,118.207.142.95,Mozilla,1,31,392,1,200,0,0,148
83143,2015-03-01 02:06:27,118.244.228.205,GET,/wap/next.asp,comicId=12630&chapterId=141754&_=1425175224460,123.151.64.143,Mozilla,0,29,532,1,200,0,64,71
83144,2015-03-01 02:06:27,118.244.228.205,GET,/wap/init.asp,comicId=12630&chapterId=141755&_=1425175224461,123.151.64.143,Mozilla,0,21,532,1,200,0,0,69
83155,2015-03-01 02:06:28,118.244.228.205,GET,/wap/init.asp,comicId=12332&chapterId=124640&_=1425175599819,118.207.142.95,Mozilla,1,21,392,1,200,0,0,51
83157,2015-03-01 02:06:28,118.244.228.205,GET,/wap/lastread.asp,comicId=12332&chapterId=124640&_=1425175599820,118.207.142.95,Mozilla,1,23,392,1,200,0,0,74
83158,2015-03-01 02:06:28,118.244.228.205,GET,/wap/load.asp,comicId=12332&chapterId=124640&imageId=0&_=1425175599821,118.207.142.95,Mozilla,1,26,392,1,200,0,0,56
83192,2015-03-01 02:06:32,118.244.228.205,GET,/wap/is.asp,-,125.39.57.36,Mozilla,0,22,580,1,200,0,0,42
83308,2015-03-01 02:06:39,118.244.228.205,GET,/wap/login.asp,-,120.199.254.27,Mozilla,0,27,459,1,200,0,0,83
83326,2015-03-01 02:06:40,118.244.228.205,GET,/wap/init.asp,comicId=12521&chapterId=137406&_=1425175599926,112.4.16.176,Mozilla,0,21,180,1,200,0,64,118
83329,2015-03-01 02:06:41,118.244.228.205,GET,/wap/lastread.asp,comicId=12521&chapterId=137406&_=1425175599927,112.4.16.176,Mozilla,0,23,180,1,200,0,0,143
83339,2015-03-01 02:06:43,118.244.228.205,GET,/wap/load.asp,comicId=12521&chapterId=137406&imageId=0&_=1425175599928,112.4.16.176,Mozilla,0,26,180,1,200,0,64,123
83440,2015-03-01 02:06:52,118.244.228.205,GET,/wap/search.asp,keyword=%E5%91%86%E8%90%8C%E5%B0%8F%E6%BC%AB%E7%94%BB,125.39.57.36,Mozilla,0,35,580,1,200,0,0,66
83536,2015-03-01 02:06:58,118.244.228.205,GET,/wap/read.asp,chapterId=126548&comicId=12364,125.39.57.36,Mozilla,0,31,580,1,200,0,64,128
83537,2015-03-01 02:06:58,118.244.228.205,GET,/wap/info.asp,id=12337,113.137.209.187,Mozilla,1,20,226,1,200,0,0,267
83551,2015-03-01 02:07:00,118.244.228.205,GET,/wap/init.asp,comicId=12364&chapterId=126548&_=1425175733422,125.39.57.36,Mozilla,0,21,580,1,200,0,0,45
83552,2015-03-01 02:07:00,118.244.228.205,GET,/wap/lastread.asp,comicId=12364&chapterId=126548&_=1425175733423,111.161.57.31,Mozilla,0,23,143,1,200,0,0,63
83554,2015-03-01 02:07:00,118.244.228.205,GET,/wap/load.asp,comicId=12364&chapterId=126548&imageId=0&_=1425175733424,125.39.57.36,Mozilla,0,26,580,1,200,0,64,69
83754,2015-03-01 02:07:15,118.244.228.205,GET,/wap/info.asp,id=12619,61.158.152.130,Mozilla,0,20,1211,1,200,0,0,334
83774,2015-03-01 02:07:16,118.244.228.205,GET,/wap/load.asp,comicId=12473&chapterId=135056&imageId=6&_=1425175788460,175.155.112.40,Mozilla,0,26,775,1,200,0,64,107
83779,2015-03-01 02:07:16,118.244.228.205,GET,/wap/next.asp,comicId=12337&chapterId=128359&_=1425175435437,122.13.191.234,Mozilla,2,29,483,0,200,0,0,112
83819,2015-03-01 02:07:19,118.244.228.205,GET,/wap/read.asp,chapterId=129349&comicId=12337,113.137.209.187,Mozilla,1,31,226,1,200,0,0,208
83822,2015-03-01 02:07:19,118.244.228.205,GET,/wap/next.asp,comicId=12437&chapterId=143283&_=1425175548508,119.137.109.185,Mozilla,1,29,405,1,200,0,0,205
83854,2015-03-01 02:07:20,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=129349&_=1425175651134,113.137.209.187,Mozilla,1,21,226,1,200,0,0,89
83856,2015-03-01 02:07:20,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=129349&_=1425175651135,113.137.209.187,Mozilla,1,23,226,1,200,0,0,104
83859,2015-03-01 02:07:20,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129349&imageId=0&_=1425175651136,113.137.209.187,Mozilla,1,26,226,1,200,0,0,110
83893,2015-03-01 02:07:22,118.244.228.205,GET,/wap/next.asp,comicId=12665&chapterId=143296&_=1425175100402,183.61.34.39,Mozilla,0,29,903,1,200,0,64,112
84061,2015-03-01 02:07:31,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139325&imageId=142&_=1425174427916,61.137.202.130,Mozilla,0,26,1210,1,200,0,0,125
84214,2015-03-01 02:07:42,118.244.228.205,GET,/wap/next.asp,comicId=12445&chapterId=133262&_=1425175438816,111.161.57.31,Mozilla,0,29,143,1,200,0,64,63
84278,2015-03-01 02:07:47,118.244.228.205,GET,/wap/next.asp,comicId=12364&chapterId=126548&_=1425175733433,125.39.57.36,Mozilla,0,29,580,1,200,0,64,69
84324,2015-03-01 02:07:49,118.244.228.205,GET,/wap/load.asp,comicId=12626&chapterId=141536&imageId=13&_=1425175352766,14.223.156.118,Mozilla,0,26,754,1,200,0,0,1004
84730,2015-03-01 02:08:17,118.244.228.205,GET,/wap/next.asp,comicId=12336&chapterId=130818&_=1425176517259,123.155.155.44,Mozilla,2,29,534,0,200,0,0,114
84915,2015-03-01 02:08:31,118.244.228.205,GET,/wap/info.asp,id=12337,115.102.124.134,Mozilla,0,20,297,1,200,0,0,217
84983,2015-03-01 02:08:36,118.244.228.205,GET,/wap/info.asp,id=12286,116.227.12.244,Mozilla,1,20,326,1,200,0,0,174
85155,2015-03-01 02:08:49,118.244.228.205,GET,/wap/info.asp,id=12337,58.215.136.29,Mozilla,0,20,1142,1,200,0,0,160
85180,2015-03-01 02:08:50,118.244.228.205,GET,/wap/info.asp,id=12568,222.95.48.61,Mozilla,1,20,999,1,200,0,0,118
85185,2015-03-01 02:08:51,118.244.228.205,GET,/wap/info.asp,id=12337&page=11,58.215.136.30,Mozilla,0,20,1144,1,200,0,0,173
85211,2015-03-01 02:08:54,118.244.228.205,GET,/wap/info.asp,id=12337&page=6,58.215.136.9,Mozilla,0,20,1156,1,200,0,0,175
85235,2015-03-01 02:08:56,118.244.228.205,GET,/wap/info.asp,id=12337&page=11,58.215.136.24,Mozilla,0,20,1122,1,200,0,0,168
85286,2015-03-01 02:09:00,118.244.228.205,GET,/wap/read.asp,chapterId=129090&comicId=12337,58.215.136.9,Mozilla,0,31,1156,1,200,0,0,162
85297,2015-03-01 02:09:01,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=124535&imageId=50&_=1425148355036,112.66.2.202,Mozilla,0,26,202,1,200,0,0,128
85299,2015-03-01 02:09:01,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=129090&_=1425175755386,58.215.136.14,Mozilla,0,21,1101,1,200,0,0,87
85300,2015-03-01 02:09:02,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=129090&_=1425175755387,58.215.136.29,Mozilla,0,23,1142,1,200,0,0,116
85315,2015-03-01 02:09:02,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=0&_=1425175755388,58.215.136.19,Mozilla,0,26,1109,1,200,0,0,106
85318,2015-03-01 02:09:02,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=1&_=1425175755389,58.215.136.10,Mozilla,0,26,1094,1,200,0,0,137
85319,2015-03-01 02:09:02,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=2&_=1425175755390,58.215.136.30,Mozilla,0,26,1144,1,200,0,0,171
85321,2015-03-01 02:09:02,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=3&_=1425175755391,58.215.136.12,Mozilla,0,26,1098,1,200,0,0,191
85404,2015-03-01 02:09:08,118.244.228.205,GET,/wap/info.asp,id=12535,110.84.226.243,Mozilla,1,20,125,1,200,0,0,176
85416,2015-03-01 02:09:09,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=4&_=1425175755392,58.215.136.13,Mozilla,0,26,1099,1,200,0,0,88
85455,2015-03-01 02:09:11,118.244.228.205,GET,/wap/next.asp,comicId=12483&chapterId=135803&_=1425155732402,183.60.52.5,Mozilla,0,29,896,1,200,0,64,95
85456,2015-03-01 02:09:11,118.244.228.205,GET,/wap/init.asp,comicId=12483&chapterId=135804&_=1425155732403,183.60.52.5,Mozilla,0,21,896,1,200,0,0,102
85458,2015-03-01 02:09:11,118.244.228.205,GET,/wap/load.asp,comicId=12483&chapterId=135804&imageId=0&_=1425155732404,183.60.52.5,Mozilla,0,26,896,1,200,0,64,117
85499,2015-03-01 02:09:13,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=5&_=1425175755393,58.215.136.14,Mozilla,0,26,1101,1,200,0,0,127
85558,2015-03-01 02:09:18,118.244.228.205,GET,/wap/read.asp,chapterId=143336&comicId=12404,116.227.12.244,Mozilla,1,31,326,1,200,0,0,248
85573,2015-03-01 02:09:19,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=6&_=1425175755394,58.215.136.28,Mozilla,0,26,1141,1,200,0,0,89
85584,2015-03-01 02:09:20,118.244.228.205,GET,/wap/lastread.asp,comicId=12404&chapterId=143336&_=1425175776440,116.227.12.244,Mozilla,1,23,326,1,200,0,0,83
85585,2015-03-01 02:09:20,118.244.228.205,GET,/wap/init.asp,comicId=12404&chapterId=143336&_=1425175776439,116.227.12.244,Mozilla,1,21,326,1,200,0,0,104
85587,2015-03-01 02:09:20,118.244.228.205,GET,/wap/load.asp,comicId=12404&chapterId=143336&imageId=0&_=1425175776441,116.227.12.244,Mozilla,1,26,326,1,200,0,0,112
85643,2015-03-01 02:09:24,118.244.228.205,GET,/wap/info.asp,id=12337,113.5.2.0,Mozilla,1,20,248,1,200,0,0,262
85686,2015-03-01 02:09:27,118.244.228.205,GET,/wap/prev.asp,comicId=12630&chapterId=141755&_=1425175755576,111.126.132.55,Mozilla,1,30,136,1,200,0,0,104
85741,2015-03-01 02:09:30,118.244.228.205,GET,/wap/next.asp,comicId=12573&chapterId=139631&_=1425175425994,113.0.188.119,Mozilla,0,29,211,1,200,0,0,114
85830,2015-03-01 02:09:35,118.244.228.205,GET,/wap/read.asp,chapterId=124511&comicId=12337,27.187.213.235,Mozilla,0,31,1040,1,200,0,0,170
85838,2015-03-01 02:09:35,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=124511&_=1425175790368,27.187.213.235,Mozilla,0,21,1040,1,200,0,0,81
85839,2015-03-01 02:09:35,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=124511&_=1425175790369,27.187.213.235,Mozilla,0,23,1040,1,200,0,0,87
85841,2015-03-01 02:09:35,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=124511&imageId=0&_=1425175790370,27.187.213.235,Mozilla,0,26,1040,1,200,0,0,104
85856,2015-03-01 02:09:36,118.244.228.205,GET,/wap/info.asp,id=12422,49.215.194.106,Mozilla,0,20,1080,1,200,0,0,449
85945,2015-03-01 02:09:43,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=9&_=1425175755397,58.215.136.22,Mozilla,0,26,1113,1,200,0,0,93
86110,2015-03-01 02:09:56,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=11&_=1425175755399,58.215.136.25,Mozilla,0,26,1133,1,200,0,0,94
86204,2015-03-01 02:10:04,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=12&_=1425175755400,58.215.136.26,Mozilla,0,26,1139,1,200,0,0,98
86213,2015-03-01 02:10:05,118.244.228.205,GET,/wap/info.asp,id=12337,27.187.213.235,Mozilla,0,20,1040,1,200,0,0,109
86409,2015-03-01 02:10:19,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=15&_=1425175755403,58.215.136.16,Mozilla,0,26,1106,1,200,0,0,94
86493,2015-03-01 02:10:25,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=16&_=1425175755404,58.215.136.23,Mozilla,0,26,1114,1,200,0,0,102
86551,2015-03-01 02:10:30,118.244.228.205,GET,/wap/info.asp,id=12439,119.33.254.207,Mozilla,1,20,442,1,200,0,0,255
86646,2015-03-01 02:10:38,118.244.228.205,GET,/wap/next.asp,comicId=12558&chapterId=139011&_=1425173767468,14.17.11.196,Mozilla,0,29,726,1,200,0,64,109
86663,2015-03-01 02:10:39,118.244.228.205,GET,/wap/read.asp,chapterId=133064&comicId=12439,119.33.254.207,Mozilla,1,31,442,1,200,0,0,270
86667,2015-03-01 02:10:39,118.244.228.205,GET,/wap/list.asp,-,168.150.88.83,Mozilla,0,24,757,1,200,0,0,303
86686,2015-03-01 02:10:42,118.244.228.205,GET,/wap/init.asp,comicId=12439&chapterId=133064&_=1425175861833,119.33.254.207,Mozilla,1,21,442,1,200,0,0,141
86687,2015-03-01 02:10:42,118.244.228.205,GET,/wap/lastread.asp,comicId=12439&chapterId=133064&_=1425175861834,119.33.254.207,Mozilla,1,23,442,1,200,0,0,180
86689,2015-03-01 02:10:42,118.244.228.205,GET,/wap/load.asp,comicId=12439&chapterId=133064&imageId=0&_=1425175861835,119.33.254.207,Mozilla,1,26,442,1,200,0,0,149
86711,2015-03-01 02:10:44,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=17&_=1425175755405,58.215.136.11,Mozilla,0,26,1095,1,200,0,0,99
86764,2015-03-01 02:10:48,118.244.228.205,GET,/wap/prev.asp,comicId=12439&chapterId=133064&_=1425175861839,119.33.254.207,Mozilla,1,30,442,1,200,0,0,172
86806,2015-03-01 02:10:53,118.244.228.205,GET,/wap/next.asp,comicId=12665&chapterId=143289&_=1425175551586,123.151.38.94,Mozilla,0,29,523,1,200,0,64,65
86810,2015-03-01 02:10:53,118.244.228.205,GET,/wap/init.asp,comicId=12665&chapterId=143292&_=1425175551587,123.151.38.94,Mozilla,0,21,523,1,200,0,0,92
86889,2015-03-01 02:10:59,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=18&_=1425175755407,58.215.136.7,Mozilla,0,26,1153,1,200,0,0,87
86923,2015-03-01 02:11:04,118.244.228.205,GET,/wap/read.asp,chapterId=133844&comicId=12456,111.161.57.31,Mozilla,0,31,143,1,200,0,64,149
86928,2015-03-01 02:11:04,118.244.228.205,GET,/wap/init.asp,comicId=12456&chapterId=133844&_=1425175809728,111.161.57.31,Mozilla,0,21,143,1,200,0,0,75
87022,2015-03-01 02:11:10,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=19&_=1425175755408,58.215.136.21,Mozilla,0,26,1112,1,200,0,0,108
87076,2015-03-01 02:11:14,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=20&_=1425175755409,58.215.136.5,Mozilla,0,26,1146,1,200,0,0,92
87079,2015-03-01 02:11:14,118.244.228.205,GET,/wap/info.asp,id=12605,220.197.208.102,Mozilla,0,20,957,1,200,0,0,658
87083,2015-03-01 02:11:15,118.244.228.205,GET,/wap/next.asp,comicId=12404&chapterId=143336&_=1425175776457,116.227.12.244,Mozilla,1,29,326,1,200,0,0,470
87341,2015-03-01 02:11:32,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=22&_=1425175755411,58.215.136.27,Mozilla,0,26,1140,1,200,0,0,87
87349,2015-03-01 02:11:32,118.244.228.205,GET,/wap/next.asp,comicId=12439&chapterId=133065&_=1425175890330,119.33.254.207,Mozilla,1,29,442,1,200,0,0,156
87400,2015-03-01 02:11:36,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=24&_=1425175755413,58.215.136.20,Mozilla,0,26,1111,1,200,0,0,89
87401,2015-03-01 02:11:36,118.244.228.205,GET,/wap/info.asp,id=12664,183.35.152.28,Mozilla,0,20,889,1,200,0,0,190
87414,2015-03-01 02:11:37,118.244.228.205,GET,/wap/read.asp,chapterId=135869&comicId=12491,123.151.42.50,Mozilla,0,31,528,1,200,0,64,490
87432,2015-03-01 02:11:38,118.244.228.205,GET,/wap/init.asp,comicId=12491&chapterId=135869&_=1425175917532,123.151.42.50,Mozilla,0,21,528,1,200,0,0,65
87439,2015-03-01 02:11:38,118.244.228.205,GET,/wap/read.asp,chapterId=143257&comicId=12664,183.35.152.28,Mozilla,0,31,889,1,200,0,0,232
87451,2015-03-01 02:11:39,118.244.228.205,GET,/wap/init.asp,comicId=12664&chapterId=143257&_=1425175917040,183.35.152.28,Mozilla,0,21,889,1,200,0,0,176
87456,2015-03-01 02:11:39,118.244.228.205,GET,/wap/lastread.asp,comicId=12664&chapterId=143257&_=1425175917041,183.35.152.28,Mozilla,0,23,889,1,200,0,0,279
87458,2015-03-01 02:11:39,118.244.228.205,GET,/wap/load.asp,comicId=12664&chapterId=143257&imageId=0&_=1425175917042,183.35.152.28,Mozilla,0,26,889,1,200,0,0,207
87483,2015-03-01 02:11:40,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=25&_=1425175755414,58.215.136.24,Mozilla,0,26,1122,1,200,0,0,82
87528,2015-03-01 02:11:45,118.244.228.205,GET,/wap/info.asp,id=12663,14.215.29.128,Mozilla,0,20,747,1,200,0,0,102
87562,2015-03-01 02:11:47,118.244.228.205,GET,/wap/read.asp,chapterId=132496&comicId=12337,113.5.2.0,Mozilla,1,31,248,1,200,0,0,276
87584,2015-03-01 02:11:48,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=132496&_=1425175926814,113.5.2.0,Mozilla,1,23,248,1,200,0,0,203
87839,2015-03-01 02:12:02,118.244.228.205,GET,/wap/info.asp,id=12337&page=10,14.152.69.177,UCWEB,2,20,678,0,200,0,0,208
88063,2015-03-01 02:12:15,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=129090&imageId=30&_=1425175755422,58.215.136.4,Mozilla,0,26,1145,1,200,0,0,123
